serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2009-03398,The wrinkles for facing crisis,逆境中的狐狸錦囊,Chinese,,康華編,新成圖書貿易,978-988-18246-1-5,,,$,35.00,,,,,,香港,2009,,智庫書系; 8,
2009-05117,,逆境求變:金融海嘯攻防略,Chinese,,陳志輝謝冠東編,天地,978-988-219-034-4,,,$,70.00,,,,,,香港,2009,,香港中文大學EMBA管理叢書; 16,
2009-05322,,迷失的維港,Chinese,李鉞,李鉞著,思網絡,978-988-17719-2-6,,,$,50.00,,,,,,香港,2009,,,
2009-03384,,迷路,Chinese,辛亞,辛亞著野人繪圖,新雅文化事業,978-962-08-4964-0,,,$,22.00,,,,,,香港,2009,,幼兒心理故事叢書,
2009-04930,,退休儲蓄手冊2009,Chinese,Carl Redondo Jonathan Watkin,Carl Redondo Jonathan Watkin著,IPI Consulting Group Limited,978-988-18197-2-7,,,$,150.00,,,,,,香港,2009,,,
2009-03664,,追擊「主客和」,Chinese,贏霸天,贏霸天著,樂聞,978-988-17906-3-7,,,$,60.00,,,,,,香港,2009,,,
2009-05411,,院舍內的晚晴照顧:從探索到反思擁抱夕陽服務計劃的推展與檢討,Chinese,,,東華三院賽馬會復康中心,978-962-8039-92-0,,,,,,,,,,香港,2009,,,
2009-04806,,骨質疏鬆,Chinese,劉汴生等編,劉汴生等編著,萬里機構.得利書局,978-962-14-3919-2,,,$,58.00,,,,,,香港,2009,,健康6+1,
2009-03838,,骨頭和肌肉:身體成長的奧祕,Chinese,咸潤美,咸潤美著閔曉晴插畫,世界,978-962-432-738-0,,精裝,$,48.00,,,,,,香港,2009,,創意科學王,
2009-05246,,"冧到爆. 2,搶救零浪漫情人",Chinese,萊斯,萊斯著,青春文化事業,978-988-17928-4-6,,,$,58.00,,,,,,香港,2009,,,
2009-04664,,"高中通識新天地. 1,個人成長與人際關係試題實習.教師手冊",Chinese,李東海胡慧賢曹永昌,李東海胡慧賢曹永昌著,時信出版(香港),978-988-208-513-8,,,,,,,,,,香港,2009,,,
2009-04661,,"高中通識新天地. 1,個人成長與人際關係議題探究.教師手冊",Chinese,李東海胡慧賢曹永昌,李東海胡慧賢曹永昌著,時信出版(香港),978-988-208-512-1,,,,,,,,,,香港,2009,,,
2009-04665,,"高中通識新天地. 2,今日香港試題實習.教師手冊",Chinese,李東海胡慧賢曹永昌,李東海胡慧賢曹永昌著,時信出版(香港),978-988-208-515-2,,,,,,,,,,香港,2009,,,
2009-04662,,"高中通識新天地. 2,今日香港議題探究.教師手冊",Chinese,李東海胡慧賢曹永昌,李東海胡慧賢曹永昌著,時信出版(香港),978-988-208-514-5,,,,,,,,,,香港,2009,,,
2009-04666,,"高中通識新天地. 5,公共衞生試題實習.教師手冊",Chinese,李東海胡慧賢曹永昌,李東海胡慧賢曹永昌著,時信出版(香港),978-988-208-521-3,,,,,,,,,,香港,2009,,,
2009-04663,,"高中通識新天地. 5,公共衞生議題探究.教師手冊",Chinese,李東海胡慧賢曹永昌,李東海胡慧賢曹永昌著,時信出版(香港),978-988-208-520-6,,,,,,,,,,香港,2009,,,
2009-05278,,"高中新世紀通識.單元1,個人成長與人際關係",Chinese,馮潤儀等,馮潤儀等著,齡記,978-962-610-465-1,,,$,160.00,,,,,,香港,2009,,,
2009-05279,,"高中新世紀通識.單元4,全球化",Chinese,馮潤儀等,馮潤儀等著,齡記,978-962-610-468-2,,,$,170.00,,,,,,香港,2009,,,
2009-05173,,高材生蘇蜜,Chinese,韓輝光,韓輝光著,洪波,978-962-671-458-4,,,$,48.00,,,,,,香港,2009,,校園幽默短篇小說,
2009-04988,,高效TSA中文科評估試卷. 1年級,Chinese,,韓秀喬編,樂思教育,978-962-8954-96-4,,,$,60.00,,,,,,香港,2009,,附鐳射光碟及唯讀記憶光碟各1隻,
2009-04989,,高效TSA中文科評估試卷. 2年級,Chinese,,韓秀喬編,樂思教育,978-962-8954-97-1,,,$,60.00,,,,,,香港,2009,,附鐳射光碟及唯讀記憶光碟各1隻,
2009-04990,,高效TSA中文科評估試卷. 4年級,Chinese,,張灝彥編,樂思教育,978-962-8954-98-8,,,$,60.00,,,,,,香港,2009,,附鐳射光碟及唯讀記憶光碟各1隻,
2009-04991,,高效TSA中文科評估試卷. 5年級,Chinese,,張灝彥編,樂思教育,978-962-8954-99-5,,,$,60.00,,,,,,香港,2009,,附鐳射光碟及唯讀記憶光碟各1隻,
2009-04992,,高效TSA數學科評估試卷. 1年級,Chinese,,方靜怡編,樂思教育,978-988-8022-05-2,,,$,60.00,,,,,,香港,2009,,,
2009-04993,,高效TSA數學科評估試卷. 2年級,Chinese,,方靜怡編,樂思教育,978-988-8022-06-9,,,$,60.00,,,,,,香港,2009,,,
2009-04994,,高效TSA數學科評估試卷. 4年級,Chinese,,方靜怡編,樂思教育,978-988-8022-07-6,,,$,60.00,,,,,,香港,2009,,,
2009-04995,,高效TSA數學科評估試卷. 5年級,Chinese,,方靜怡編,樂思教育,978-988-8022-08-3,,,$,60.00,,,,,,香港,2009,,,
2009-05732,,高效記憶:高中英語小詞研究與拓展記憶,Chinese,郭會清編,郭會清編著,中國國際大百科,978-988-17529-2-5,,,$,38.00,,,,,,香港,2009,27厘米105頁,部分內容以英文排版,
2009-05736,,高效記憶:高中英語單詞小詞歸類記憶,Chinese,郭會清編,郭會清編著,中國國際大百科,978-988-17529-3-2,,,$,38.00,,,,,,香港,2009,27厘米100頁,部分內容以英文排版,
2009-05734,,高效記憶:高中英語單詞元音歸類記憶. 2,Chinese,郭會清編,郭會清編著,中國國際大百科,978-988-17529-1-8,,,$,38.00,,,,,,香港,2009,27厘米69頁,部分內容以英文排版,
2009-05735,,高效記憶:高中英語單詞詞性歸類記憶,Chinese,郭會清編,郭會清編著,中國國際大百科,978-988-17529-4-9,,,$,38.00,,,,,,香港,2009,27厘米62頁,部分內容以英文排版,
2009-05929,,高校女生狂想曲.第5期,Chinese,山口舞子,山口舞子著林秋英譯,天下香港中文版,978-988-215-957-0,,,$,35.00,,,,,,香港,2009,,,
2009-03127,,高清年鑑2009,Chinese,AV雙周編輯部,AV雙周編輯部著,辣椒,978-988-17967-1-4,,,$,78.00,,,,,,香港,2009,,,
2009-03926,,鬥智三人組,Chinese,麥曉帆麥曉帆,麥曉帆麥曉帆著陳焯嘉插圖,山邊新馬版,978-962-923-297-9,,,,,,,,,,香港,2008,19厘米181頁插圖,內容以簡體字排版,
2009-05437,,鬼之古道. 2,Chinese,恒川光太郎原作木根攝,恒川光太郎原作木根攝著鄭盈盈譯,玉皇朝出版香港中文版,978-988-8013-60-9,,,$,35.00,,,,,,香港,2009,,,
2009-04527,,鬼太郎妖怪千物語.第6期,Chinese,水木茂,水木茂原作星野蠭一漫畫林永耀譯,天下香港中文版,978-988-215-920-4,,,$,28.00,,,,,,香港,2009,,,
2009-05097,,鬼夜叉.上,Chinese,黑潔明,黑潔明著,星河,978-988-211-877-5,,,$,40.00,,,,,,香港,2009,,尋夢園系列; 1349,
2009-05098,,鬼夜叉.下,Chinese,黑潔明,黑潔明著,星河,978-988-211-878-2,,,$,40.00,,,,,,香港,2009,,尋夢園系列; 1350,
011年第17期憲報第4號特別副刊S. S. NO. 4 TO GAZETTE NO. 17/2011 D163,,鬼馬三人組,Chinese,麥曉帆,麥曉帆著楊志強插圖2007香港山邊新馬版,,,,,,,,,,,,,,19厘米166頁插圖(飛躍青春系列)內容以簡體字排版,2009-02960,
2009-03131,,乾物女起革命,Chinese,千草千夏,千草千夏著,青春文化事業,978-988-17928-5-3,,,$,55.00,,,,,,香港,2009,,,
2009-03087,,停一停，想一想拒毒手冊,Chinese,,,以勒基金,978-962-8970-86-5,,,,,,,,,,香港,2009,,我熱愛生命系列,
2009-04484,Women’s health,健康女,Chinese,,李振華主譯,Maganines International (Asia) Limited,978-988-17942-8-4,,,,,,,,,,香港,2009,,Family health guide,
2009-04483,Old age,健康老人,Chinese,,李振華主譯,Maganines International (Asia) Limited,978-988-17942-7-7,,,,,,,,,,香港,2009,,Family health guide,
2009-04482,Men’s health,健康男,Chinese,,李振華主譯,Maganines International (Asia) Limited,978-988-17942-6-0,,,,,,,,,,香港,2009,,Family health guide,
2009-02895,,健康身體．由我做起,Chinese,曹貴宜,曹貴宜著,蘇豪設計,978-988-18258-1-0,,,$,78.00,,,,,,香港,2009,,,
2009-05699,,健康飲食在校園運動:學校指南,Chinese,,衛生署中央健康教育組編,衛生署中央健康教育組,,,,,,,,,,,香港,2009,,,
2009-05375,,做人祕笈:身心靈的契合,Chinese,楊牧谷,楊牧谷原作鄧艷琳改編謝家寧插圖,百樂工作室精緻濃縮版,978-988-97266-7-6,,,$,28.00,,,,,,香港,2009,,新生命文庫; 02,
2009-04234,,偉人經典:孔子,Chinese,,張鳳高編,中國美術,,,,,,,,,,,香港,2009,12 x 17厘米圖版10張彩色插圖內容以簡體字排版ISBN 978-988-17572-9-6 : CNY28.00 (全,,
2009-04235,,偉人經典:梅蘭芳,Chinese,,張鳳高編,中國美術,,,,,,,,,,,香港,2009,12 x 17厘米圖版10張彩色插圖內容以簡體字排版ISBN 978-988-17572-9-6 : CNY28.00 (全,,
2009-04748,,偶像,Chinese,鄭瑋剛,鄭瑋剛著,中國圖書,978-988-18188-6-7,,,$,98.00,,,,,,香港,2009,,內容以簡體字排版,
2009-05089,,偷心,Chinese,夙雲,夙雲著,星河,978-988-211-881-2,,,$,40.00,,,,,,香港,2009,,尋夢園系列; 1353,
2009-05376,,務實的牧養:香港華人小型教會牧養的獻議,Chinese,彭振華,彭振華著,百樂工作室,978-988-97266-6-9,,,$,85.00,,,,,,香港,2009,,,
2009-02999,,動功,Chinese,蘇華仁辛平,蘇華仁辛平著2006香港陳湘記圖書,,962-932-091-6,,,,,,,,$,50.00,,,,道家養生長壽學祕傳叢書; 1,
2009-03560,,動感普通話:突破篇.中1,Chinese,全玉莉王仙瀛,全玉莉王仙瀛著,精工,978-962-372-992-5,,,$,49.00,,,,,,香港,2009,,,
2009-03561,,動感普通話:突破篇.中2,Chinese,全玉莉王仙瀛,全玉莉王仙瀛著,精工,978-962-372-994-9,,,$,49.00,,,,,,香港,2009,,,
2009-03562,,動感普通話:突破篇.中3,Chinese,全玉莉王仙瀛,全玉莉王仙瀛著,精工,978-962-372-996-3,,,$,49.00,,,,,,香港,2009,,,
2009-03557,,動感普通話:實用篇.中1,Chinese,全玉莉王仙瀛,全玉莉王仙瀛著,精工,978-962-372-991-8,,,$,96.00,,,,,,香港,2009,,,
2009-03558,,動感普通話:實用篇.中2,Chinese,全玉莉王仙瀛,全玉莉王仙瀛著,精工,978-962-372-993-2,,,$,96.00,,,,,,香港,2009,,,
2009-03559,,動感普通話:實用篇.中3,Chinese,全玉莉王仙瀛,全玉莉王仙瀛著,精工,978-962-372-995-6,,,$,96.00,,,,,,香港,2009,,,
2009-05108,,曼徹斯特驚魂,Chinese,關景峰,關景峰著,天苑文化,978-988-17532-8-1,,,$,50.00,,,,,,香港,2009,,異案迷城; I,
2009-05383,Meat & poultry,啖啖肉,Chinese,蔡美娜,蔡美娜著,飲食天地,978-962-355-236-3,,,$,28.00,,,,,,香港,2009,21厘米79頁彩色插圖,中英對照,
2009-03138,,唯獨愛你難以忘懷,Chinese,鄭梓靈楊一沖,鄭梓靈楊一沖著,青馬文化事業,978-988-8021-09-3,,,$,55.00,,,,,,香港,2009,,待續回憶; 02,
2009-03085,,圈外有羊祈禱手冊,Chinese,,,以勒基金,978-962-8970-85-8,,,,,,,,,,香港,2009,15厘米32頁(「我們應當如此行」百萬小時萬民禱告運動,,
2009-04639,,國美電器控股有限公司二零零八年報,Chinese,,,國美電器控股,,,,,,,,,,,香港,2009,,,
2009-02965,,國家珍貴古籍名錄.第一批,Chinese,,,中國國學,978-988-99104-1-9,,,$,28.00,,,,,,香港,2008,,內容以簡體字排版,
2009-04233,,國家統一之路,Chinese,岑練英,岑練英著,國運出版社,978-988-17825-1-9,,,$,48.00,,,,,,香港,2008,,,
2009-03042,The Cathay story,國泰故事,Chinese,,黃愛玲編,香港電影資料館增訂本,,,,,,,,,,,香港,2009,27厘米326頁插圖(部份彩色)附唯讀記憶光碟1隻ISBN 978-962-8050-48-2 : $200.00 (全套,,
2009-03048,,國際政治夢工場II.下卷,Chinese,沈旭暉,沈旭暉著,上書局,978-988-17896-1-7,,,$,79.00,,,,,,香港,2009,,,
2009-05689,,國際藝評人談藝評再造(特稿)專題:文化交流,Chinese,,林聰編2006香港國際演藝評論家協會(香港分會),,,,,,,,,,,,,,21厘米103頁插圖(藝評),,
2009-03916,,"培元正道. 1,免疫力保均衡",Chinese,顧小培,顧小培著,天窗,978-988-18220-4-8,,,$,98.00,,,,,,香港,2009,,信報系列; 19,
2009-03917,,"培元正道. 2,抗氧化除病源",Chinese,顧小培,顧小培著,天窗第二版,978-988-18220-5-5,,,$,98.00,,,,,,香港,2009,,信報系列; 20,
2009-03918,,"培元正道. 3,排毒素護肝消脂",Chinese,顧小培,顧小培著,天窗第二版,978-988-18220-6-2,,,$,98.00,,,,,,香港,2009,,信報系列; 21,
2009-03943,The testimony of the oneness of the body of Christ,基督身體合一的見證,Chinese,孫國鐸,孫國鐸著,恩光,978-962-8992-05-8,,,$,50.00,,,,,,香港,2008,,,
2009-05525,Christian and politics,基督徒與政治,Chinese,于忠福,于忠福著,海外學人,978-988-18355-1-2,,,$,50.00,,,,,,香港,2009,,內容以簡體字排版,
2009-05883,The basic teachings of Christianity,基督教的基本教訓,Chinese,,陳國權編,香港路德會文字部2009年修訂版,978-962-394-175-4,,,$,22.00,,,,,,香港,2009,,部分內容以英文排版,
2009-02752,"Christian theology in development. 3, The reformation church","基督教神學發展史. 3,改教運動前後",Chinese,林榮洪,林榮洪著,宣道,978-962-244-857-5,,,$,180.00,,,,,,香港,2009,,戴德生華人事工中心叢書,
2009-04416,,基督教健康原理測驗題.上,Chinese,胡子輝,胡子輝著,基督復臨安息日會華安聯合會,978-962-8912-72-8,,,$,25.00,,,,,,香港,2009,,,
2009-04419,,基督教健康原理測驗題.上,Chinese,胡子輝,胡子輝著,基督復臨安息日會華安聯合會,978-962-8912-74-2,,,$,25.00,,,,,,香港,2009,,內容以簡體字排版,
2009-04417,,基督教健康原理測驗題.下及報告,Chinese,胡子輝,胡子輝著,基督復臨安息日會華安聯合會,978-962-8912-73-5,,,$,25.00,,,,,,香港,2009,,,
2009-04418,,基督教健康原理測驗題.下及報告,Chinese,胡子輝,胡子輝著,基督復臨安息日會華安聯合會,978-962-8912-75-9,,,$,25.00,,,,,,香港,2009,,內容以簡體字排版,
2009-05900,,基礎漢字500 :躍進級. 1,Chinese,劉俐,劉俐著文浩基繪圖,思展兒童文化社,978-988-17544-8-6,,,$,48.00,,,,,,香港,2009,19厘米無頁碼彩色插圖,部分內容以英文排版,
2009-05901,,基礎漢字500 :躍進級. 2,Chinese,劉俐,劉俐著文浩基繪圖,思展兒童文化社,978-988-17544-9-3,,,$,48.00,,,,,,香港,2009,19厘米無頁碼彩色插圖,部分內容以英文排版,
2009-05902,,基礎漢字500 :躍進級. 3,Chinese,劉俐,劉俐著文浩基繪圖,思展兒童文化社,978-988-17544-0-0,,,$,48.00,,,,,,香港,2009,19厘米無頁碼彩色插圖,部分內容以英文排版,
2009-04263,"Pain and grace in marriage, bereavement and divorce",婚之恩．分之痛,Chinese,李耀全等,李耀全等著,突破,978-962-8996-27-8,,,$,98.00,,,,,,香港,2009,,突破叢書.生活與輔導,
2009-04837,,"婧．緣.首部曲,不一樣的昭君",Chinese,一粒塵,一粒塵著,青森文化,978-988-8010-80-6,,,$,55.00,,,,,,香港,2009,,一粒塵系列; 003,
2009-05445,,寄居小鬼野咪咪. 5,Chinese,原一雄,原一雄著C.L.譯,玉皇朝出版香港中文版,978-988-8013-85-2,,,$,35.00,,,,,,香港,2009,,,
2009-04227,,專注力失調/過度活躍症兒童家長訓練課程,Chinese,陳翠雲等,陳翠雲等著,香港小童群益會,978-988-17024-9-4,,,$,50.00,,,,,,香港,2009,,附唯讀記憶光碟1隻,
2009-04786,,專家談中醫食療與養生,Chinese,曾曉陽梁浩榮萬帥章編,曾曉陽梁浩榮萬帥章編著,萬里機構.得利書局,978-962-14-3965-9,,,$,78.00,,,,,,香港,2009,,,
2009-04440,,專業育兒手冊,Chinese,王麗茹李興春編,王麗茹李興春編著,星島,978-962-672-777-5,,,$,88.00,,,,,,香港,2009,,新世代家長教育系列,
2009-04047,,專業股票投資指南:從入門到精通,Chinese,劉建軍,劉建軍著,科學教育,978-988-17945-3-6,,,$,29.80,,,,,,香港,2009,,內容以簡體字排版,
2009-03155,,專業麵包甜品製作,Chinese,周健文蘇少珊,周健文蘇少珊著,皇冠,978-988-216-131-3,,,$,88.00,,,,,,香港,2008,27厘米175頁彩色插圖,中英對照,
2009-03601,,將國之鷲星.第3期,Chinese,加藤箏乃,加藤箏乃著古明慧譯,天下香港中文版,978-988-215-894-8,,,$,35.00,,,,,,香港,2009,,,
2009-02913,"Worship : you, me and him : church music",崇拜你我祂:教會音樂,Chinese,曾浩斌,曾浩斌著,種籽,978-962-230-744-5,,,$,65.00,,,,,,香港,2009,,崇拜系列,
2009-03083,,帶心回家,Chinese,李廣友,李廣友著,中國作家,978-988-99371-8-8,,,$,26.00,,,,,,香港,2008,,內容以簡體字排版,
2009-03919,,帶老爹老媽環遊世界,Chinese,關夕芝,關夕芝著,新雅文化事業,978-962-08-4979-4,,,$,58.00,,,,,,香港,2009,,,
2009-03881,,常見眼科疾病:成因、徵狀、治療、保健,Chinese,東華東院,東華東院著,經濟日報,978-962-678-565-2,,,$,68.00,,,,,,香港,2009,,保健系列,
2009-03371,,常識教室,Chinese,,張詩雅編,新雅文化事業,978-962-08-4971-8,,,$,18.00,,,,,,香港,2009,,超好玩的益智遊戲書,
2009-04278,,張一才藏書票作品集,Chinese,,,中國美術出版社,978-988-17625-6-6,,,$,45.00,,,,,,香港,2009,,,
2009-04270,,張家口房地產發展回眸,Chinese,張家口市住宅與房地產業協會編,張家口市住宅與房地產業協會編著2007香港中國國際新聞,,978-988-99847-0-0,,,$,30.00,,,,,,,,,內容以簡體字排版,
2009-04271,,張家界信息化白皮書,Chinese,張家界市人民政府信息化工作辦公室編,張家界市人民政府信息化工作辦公室編著,中國國際新聞,,,,,,,,,,,香港,2009,29厘米130頁彩色插圖內容以簡體字排版ISBN 978-988-99847-3-1 (精裝) :,,
2009-03034,,彩星玩具有限公司二零零八年年報,Chinese,,,彩星玩具,,,,,,,,,,,香港,2009,,,
2009-03035,,彩星集團有限公司二零零八年年報,Chinese,,,彩星集團,,,,,,,,,,,香港,2008,,,
2009-05637,,彩虹心聲,Chinese,彩虹姐姐,彩虹姐姐著,科華圖書,978-962-16-0230-5,,,$,50.00,,,,,,香港,2009,,,
2009-05347,,彩虹色的小提琴:爽香31歲的冬天,Chinese,赤川次郎,赤川次郎著葉蕙譯,正文社,978-988-210-725-0,,,$,58.00,,,,,,香港,2009,,杉原爽香系列,
2009-03616,,彩虹蘭花:李木蘭書畫作品集,Chinese,李木蘭,李木蘭著,李木蘭,978-988-18256-1-2,,,$,268.00,,,,,,香港,2009,,,
2009-05691,,從一篤戲看香港．笑．文化,Chinese,,林聰編,國際演藝評論家協會(香港分會),,,,,,,,,,,香港,2008,21厘米84頁插圖(藝評),,
2009-05849,,從中共高幹到國軍將領:「大特務」文強的九死一生,Chinese,何蜀,何蜀著,時代國際,978-988-17927-8-5,,,$,120.00,,,,,,香港,2008,,九思實錄書系,
2009-04717,,從心說起,Chinese,陳家偉,陳家偉著,非凡出版,978-962-8931-24-8,,,$,58.00,,,,,,香港,2009,,,
2009-03573,,從生存到生活:走進創傷輔導的旅程,Chinese,明愛曉暉計劃童年創傷輔導服務編,明愛曉暉計劃童年創傷輔導服務編著,香港明愛家庭服務,978-988-17834-4-8,,,$,88.00,,,,,,香港,2009,,附唯讀記憶光碟1隻,
2009-04066,A study on young people’s participation in the community and the 2007 district council elections研究員魏美梅陳瑞貞張其能2007香港香港青年協會,從區議會選擇看青年的社區參與研究,Chinese,,,,978-962-8956-53-1,,,$,60.00,,,,,,,,30厘米112頁,部分內容以英文排版,
2009-04754,,從國際收支新形勢看香港作為國際金融中心的地位,Chinese,韓大遠潘志昌,韓大遠潘志昌著,香港樹仁大學經濟及金融學系,978-962-8719-94-5,,,,,,,,,,香港,2009,21厘米13頁,部分內容以英文排版,
2009-05374,A structural perspective on health,從結構看保健,Chinese,陳耀堅,陳耀堅著,慧輪,978-988-99020-3-2,,,$,80.00,,,,,,香港,2009,,,
2009-05515,,從遇見到永遠,Chinese,,賈存軍主編,北京圖書,978-988-18226-8-0,,,$,35.00,,,,,,香港,2009,,內容以簡體字排版,
2009-04421,,從閱讀中學習:〈亞洲週刊〉中國歷史文章選輯教育局課程發展處個人、社會及人文教育組,Chinese,,編,教育局課程發展處個人、社會及人文教育組,978-988-8006-95-3,,,,,,,,,,香港,2009,,,
2009-03050,,從震央回來:一對香港姊妹親歷四川大地震,Chinese,潘小文,潘小文著,星悅工作室,978-962-86322-4-4,,,$,68.00,,,,,,香港,2008,,,
2009-03612,,從轉銜、適應到融合:幫助自閉症學童融入普通小學,Chinese,吳麗如等,吳麗如等著,香港耀能協會,978-962-8890-13-2,,,,,,,,,,香港,2009,,,
