serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2008-12661,,長河小學TSA中文科分類練習+模擬試卷. 5下,Chinese,劉燦明編,劉燦明編著,長河最新修訂版,978-962-8999-27-9,,,$,55.00,,,,,,香港,2008,29厘米頁碼不一插圖(部份彩色),附影音光碟1隻及鐳射光碟1隻,
2008-12380,,長河小學TSA中文科分類練習+模擬試卷. 6下,Chinese,姜崇傑編,姜崇傑編著,長河最新修訂版,978-962-8999-28-6,,,$,55.00,,,,,,香港,2008,29厘米頁碼不一插圖(部份彩色),附影音光碟1隻及鐳射光碟1隻,
2008-12381,,長河小學TSA數學科分類練習+模擬試卷. 1下,Chinese,張明秀張慧敏編,張明秀張慧敏編著,長河,978-962-8845-40-8,,,$,52.50,,,,,,香港,2008,,全港性系統評估,
2008-12382,,長河小學TSA數學科分類練習+模擬試卷. 2下,Chinese,張明秀張慧敏編,張明秀張慧敏編著,長河,978-962-8845-68-2,,,$,52.50,,,,,,香港,2008,,全港性系統評估,
2008-12383,,長河小學TSA數學科分類練習+模擬試卷. 3下,Chinese,趙美茵編,趙美茵編著,長河,978-962-8845-29-3,,,$,52.50,,,,,,香港,2008,,全港性系統評估,
2008-12384,,長河小學TSA數學科分類練習+模擬試卷. 4下,Chinese,黃志遠編,黃志遠編著,長河,978-962-8845-30-9,,,$,52.50,,,,,,香港,2008,,全港性系統評估,
2008-12385,,長河小學TSA數學科分類練習+模擬試卷. 5下,Chinese,黃志遠編,黃志遠編著,長河,978-962-8845-31-6,,,$,52.50,,,,,,香港,2008,,全港性系統評估,
2008-12386,,長河小學TSA數學科分類練習+模擬試卷. 6下,Chinese,陳輝鴻編,陳輝鴻編著,長河,978-962-8845-32-3,,,$,52.50,,,,,,香港,2008,,全港性系統評估,
2008-10087,,長河小學生趣味學成語. 3,Chinese,熊雯蔡小玫編,熊雯蔡小玫編著,長河增訂版,978-962-8999-21-7,,,$,57.50,,,,,,香港,2008,,附唯讀記憶光碟1隻,
2008-10088,,長河小學生趣味學成語. 4,Chinese,鄧珊區永茵編,鄧珊區永茵編著,長河增訂版,978-962-8999-22-4,,,$,57.50,,,,,,香港,2008,,附唯讀記憶光碟1隻,
2008-10089,,長河小學生趣味學成語. 5,Chinese,蔡小玫歐陽冉編,蔡小玫歐陽冉編著,長河增訂版,978-962-8999-23-1,,,$,57.50,,,,,,香港,2008,,附唯讀記憶光碟1隻,
2008-10090,,長河小學生趣味學成語. 6,Chinese,區永茵何研編,區永茵何研編著,長河增訂版,978-962-8999-24-8,,,$,57.50,,,,,,香港,2008,,附唯讀記憶光碟1隻,
2008-11622,,長者靈命栽培教材套,Chinese,,鄭楚華潘廣輝吳子樑編,香港基督教女青年會,978-988-99030-6-0,,,$,50.00,,,,,,香港,2008,,,
2008-10869,,長灘島旅遊全攻略,Chinese,黃麗梅,黃麗梅著梁建中攝影,天馬文化,978-988-211-248-3,,,$,68.00,,,,,,香港,2008,,,
2008-11346,,雨中尋書,Chinese,東瑞,東瑞著,獲益,978-962-449-509-6,,,$,56.00,,,,,,香港,2008,,,
2008-11838,,雨傘,Chinese,江李志豪,江李志豪著洪波插圖1996香港青田教育中心,,962-563-816-4,,,$,15.00,,,,,,,,,我自己會讀叢書.紅; 3,
2008-11462,,,Chinese,,青年志願者領袖培訓計劃」彙編,香港青年協會,978-962-8956-75-3,,,,,,,,,,香港,2008,,,
2008-12257,,青紅皂白:從社會倫理到倫理社會,Chinese,楊國榮,楊國榮著,三聯修訂本,978-962-04-2765-7,,,$,98.00,,,,,,香港,2008,,,
2008-12617,,青綠色的幸福宣言,Chinese,君比,君比著靛插圖,青桐社文化事業,978-988-17553-4-6,,,$,55.00,,,,,,香港,2008,19厘米183頁插圖,叛逆歲月; 13,
2008-10633,,非凡的見證,Chinese,黃嚴麗慈,黃嚴麗慈著,環球天道傳基協會增修版,978-962-8919-58-1,,,$,50.00,,,,,,香港,2008,,,
2008-11839,,信,Chinese,江李志豪,江李志豪著洪波插圖1996香港青田教育中心,,962-563-817-2,,,$,15.00,,,,,,,,,我自己會讀叢書.紅; 4,
2008-10988,,信心飛揚:讀雅各書與靈命復修,Chinese,楊世禮,楊世禮著,宣道,978-962-244-867-4,,,$,50.00,,,,,,香港,2008,,,
2008-10179,,信和酒店(集團)有限公司二零零八年年報,Chinese,,,信和酒店(集團)有限公司,,,,,,,,,,,香港,2008,,,
2008-10180,,信和置業有限公司二零零八年年報,Chinese,,,信和置業有限公司,,,,,,,,,,,香港,2008,,,
2008-12577,,"俠骨神鑑.第1集,絕六親",Chinese,,黃偉健編繪,文化傳信彩色修訂版,978-988-8007-51-6,,,,20.00,,,,,,香港,2008,,,
2008-12578,,"俠骨神鑑.第2集,天經之迷",Chinese,,黃偉健編繪,文化傳信彩色修訂版,978-988-8007-77-6,,,,20.00,,,,,,香港,2008,,,
2008-10466,,俏麗魔髮師.第10集,Chinese,新井清子,新井清子著張芳馨譯,東立香港中文版,978-986-10-1467-8,,,$,30.00,,,,,,香港,2008,,,
2008-10966,,促進學習的評估,Chinese,羅耀珍,羅耀珍著,香港大學出版社,978-962-209-953-1,,,$,105.00,,,,,,香港,2008,,香港教師教育叢書,
2008-12237,,前事不忘後事之師:二十世紀一甲子,Chinese,華湛,華湛著,中國新聞聯合,978-988-17064-7-8,,,$,18.00,,,,,,香港,2008,"21厘米4, 4, 284頁插圖(部份彩色)",中文內容以簡體字排版,
2008-12915,,勁賺寵物錢,Chinese,李儀雯郭美華,李儀雯郭美華著,出版動力,978-988-99926-0-6,,,$,58.00,,,,,,香港,2008,,生產動力系列; 12,
2008-09932,Lamma story,南丫島故事,Chinese,,鄭敏華周穎欣研究及撰文,思網絡,978-988-17719-0-2,,,$,78.00,,,,,,香港,2008,20 x 26厘米87頁彩色插圖,部分內容以英文排版,
2008-12872,,南美歡迎您，bienvenidos!,Chinese,我們,我們著,星島,978-962-672-741-6,,,$,78.00,,,,,,香港,2008,,自助旅遊,
2008-12905,,南湖勝蹟嘉興市書法家協會,Chinese,,,中國藝術出版社,978-988-17958-9-2,,,$,88.00,,,,,,香港,2008,,內容以簡體字排版,
2008-12912,,南嶺梅畫集,Chinese,,,中國藝術出版社,978-988-17958-6-1,,精裝,$,180.00,,,,,,香港,2008,,內容以簡體字排版,
2008-12138,,咩咩的執事. 1,Chinese,宮城理子,宮城理子著沈金美譯,玉皇朝出版香港中文版,978-988-8002-79-5,,,$,28.00,,,,,,香港,2008,,,
2008-12139,,咩咩的執事. 2,Chinese,宮城理子,宮城理子著沈金美譯,玉皇朝出版香港中文版,978-988-8002-80-1,,,$,28.00,,,,,,香港,2008,,,
2008-12027,,品味生活2008,Chinese,,東方日報副刊編輯委員會編,東方日報督印,,,,,,,,,,,香港,2008,,,
2008-12619,,哎吔!爆笑港式生活實錄,Chinese,Larry Feign,Larry Feign著,青春文化事業,978-988-17554-8-3,,,$,55.00,,,,,,香港,2008,,部分內容以英文排版,
2008-12426,,城市化危機,Chinese,鍾華楠,鍾華楠著羅慶鴻導讀及插圖,商務,978-962-07-6403-5,,,$,58.00,,,,,,香港,2008,,,
2008-11777,,客語縱橫:第七屆國際客方言研討會論文集,Chinese,,張雙慶劉鎮發主編,香港中文大學吳多泰中國語文研究中心,978-962-7330-19-6,,,$,100.00,,,,,,香港,2008,"26厘米i, 436頁",,
2008-12780,,"封魔幻想.第11集,兩面受敵",Chinese,,力奇編繪,正文社,978-988-210-704-5,,,$,30.00,,,,,,香港,2008,,,
2008-12128,,屍姬. 8,Chinese,赤人義一,赤人義一著鄭盈盈譯,玉皇朝出版香港中文版,978-988-8012-22-0,,,$,30.00,,,,,,香港,2008,,,
2008-11578,,帝王.第6期,Chinese,倉科遼,倉科遼原作關口太郎畫周達之譯,天下香港中文版,978-988-215-756-9,,,$,35.00,,,,,,香港,2008,,,
2008-10884,,幽寂夜,Chinese,李碧華,李碧華著,天地,978-988-211-970-3,,,$,68.00,,,,,,香港,2008,,怪談精選集;卷五,
2008-11156,,建立堅固的家,Chinese,Royce Money,Royce Money著吳美菲伍美詩譯,福音證主協會,978-962-8998-10-4,,,,,,,,,,香港,2008,,內容以簡體字排版,
2008-10079,,後配額時期:紡織品及服裝出口美國/歐盟趨勢,Chinese,,香港貿易發展局研究部匯編,香港貿易發展局,,,,,,,,,,,香港,2008,30厘米31頁彩色圖表(貿易前哨),,
2008-10332,,思鄉病,Chinese,津田雅美,津田雅美著吳綺玲譯,天下香港中文版,978-988-215-747-7,,,$,30.00,,,,,,香港,2008,,,
2008-09883,,思與花開,Chinese,陳之藩,陳之藩著,牛津大學出版社(中國),978-0-19-800380-9,,,$,80.00,,,,,,香港,2008,,,
2008-09750,,急救證書課程手冊,Chinese,,聖約翰救傷會出版委員會主編,香港聖約翰救護機構修訂版,978-988-99922-5-5,,,$,100.00,,,,,,香港,2008,,,
2008-11638,,怎樣寫小說:小說創作十二講,Chinese,王璞,王璞著,匯智第二版,978-962-8960-66-8,,,$,58.00,,,,,,香港,2008,,怎樣寫系列,
2008-11766,,拜好神，行好運,Chinese,方海閱,方海閱著,淳道發展中心,978-988-98734-3-1,,,$,68.00,,,,,,香港,2008,,,
2008-12057,,拯救人類,Chinese,胡家奇,胡家奇著,夏菲爾,978-988-99113-6-2,,,$,100.00,,,,,,香港,2008,,,
2008-12779,,拯救瀕死的地球,Chinese,手塚治虫,手塚治虫著俞淑雲譯,正文社香港中文版,978-988-210-685-7,,,$,35.00,,,,,,香港,2008,,手塚治虫傑作選,
2008-10293,,拾。字架:尋找失落的93%說話原序,Chinese,蔣慧瑜,蔣慧瑜著,文化會社,978-988-17175-7-3,,,$,69.00,,,,,,香港,2008,,Discovery好字為知,
2008-10011,,故事聖經,Chinese,Sally Loyd-Jones,Sally Loyd-Jones著Jago Silver插畫崔妙姍譯,海天書樓,978-962-399-172-8,,精裝,$,118.00,,,,,,香港,2008,,,
2008-09875,,"故事樂假期活動冊.幼兒班,復活節",Chinese,,,牛津大學出版社(中國),978-0-19-549858-5,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙2張,
2008-09877,,"故事樂假期活動冊.幼兒班,新年",Chinese,,,牛津大學出版社(中國),978-0-19-549857-8,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙2張,
2008-09876,,"故事樂假期活動冊.幼兒班,聖誕節",Chinese,,,牛津大學出版社(中國),978-0-19-549856-1,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙2張,
2008-09872,,"故事樂假期活動冊.低班,復活節",Chinese,,,牛津大學出版社(中國),978-0-19-549861-5,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙1張,
2008-09874,,"故事樂假期活動冊.低班,新年",Chinese,,,牛津大學出版社(中國),978-0-19-549860-8,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙1張,
2008-09873,,"故事樂假期活動冊.低班,聖誕節",Chinese,,,牛津大學出版社(中國),978-0-19-549859-2,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙1張,
2008-09878,,"故事樂假期活動冊.高班,復活節",Chinese,,,牛津大學出版社(中國),978-0-19-549864-6,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙1張,
2008-12369,,"故事樂假期活動冊.高班,新年",Chinese,,,牛津大學出版社(中國),978-0-19-549863-9,,,$,18.50,,,,,,香港,2008,27厘米23頁彩色插圖,附貼紙1張,
2008-09879,,"故事樂假期活動冊.高班,聖誕節",Chinese,,,牛津大學出版社(中國),978-0-19-549862-2,,,$,18.50,,,,,,香港,2008,"27厘米iv, 23頁彩色插圖",附貼紙1張,
2008-09882,,故事樂暑期活動冊.升小1,Chinese,,,牛津大學出版社(中國),978-0-19-549867-7,,,$,33.50,,,,,,香港,2008,"27厘米viii, 48頁彩色插圖",附貼紙2張,
2008-09880,,故事樂暑期活動冊.升低班,Chinese,,,牛津大學出版社(中國),978-0-19-549865-3,,,$,33.50,,,,,,香港,2008,"27厘米viii, 48頁彩色插圖",附貼紙2張,
2008-09881,,故事樂暑期活動冊.升高班,Chinese,,,牛津大學出版社(中國),978-0-19-549866-0,,,$,33.50,,,,,,香港,2008,"27厘米viii, 48頁彩色插圖",附貼紙2張,
2008-10590,,春華秋實,Chinese,鄭恩波,鄭恩波著,中國新聞聯合,978-988-17504-7-1,,,$,45.00,,,,,,香港,2008,,內容以簡體字排版,
2008-09905,,春節,Chinese,姚釹,姚釹著洪波插圖,青田教育中心第二版,978-962-563-873-7,,,$,15.00,,,,,,香港,2008,,我自己會讀叢書.青; 12,
2008-09913,,是誰打我?,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心第二版,978-962-563-893-5,,,$,15.00,,,,,,香港,2008,,我自己會讀叢書.紫; 8,
2008-11865,,是誰來了?,Chinese,江李志豪,江李志豪著洪波插圖1996香港青田教育中心,,962-563-879-2,,,$,15.00,,,,,,,,,我自己會讀叢書.藍; 6,
2008-11878,,是誰來了?,Chinese,江李志豪,江李志豪著洪波插圖1999香港青田教育中心,,962-563-211-5,,,$,15.00,,,,,,,,17厘米8頁彩圖(我自己會讀系列) (全語言學習系列),內容以簡體字排版,
2008-12817,,星座小王子2009星座運程,Chinese,星座小王子,星座小王子著,圓方,978-988-17940-5-5,,,$,48.00,,,,,,香港,2008,,,
2008-12134,,星夢天使. 12,Chinese,中原杏,中原杏著黃綺萍譯,玉皇朝出版香港中文版,978-988-8012-23-7,,,$,28.00,,,,,,香港,2008,,,
2008-12120,,星歌奇緣.第3集,Chinese,高屋奈月,高屋奈月著何嘉敏譯,玉皇朝出版香港中文版,978-988-8012-27-5,,,$,28.00,,,,,,香港,2008,,,
2008-11845,,昨晚,Chinese,江李志豪,江李志豪著洪波插圖1996香港青田教育中心,,962-563-834-2,,,$,15.00,,,,,,,,,我自己會讀叢書.橙; 9,
2008-11872,,昨晚,Chinese,江李志豪,江李志豪著洪波插圖1999香港青田教育中心,,962-563-202-6,,,$,15.00,,,,,,,,17厘米8頁彩圖(我自己會讀系列) (全語言學習系列),內容以簡體字排版,
2008-10870,,柯文楊漫畫集,Chinese,,,藝苑,978-988-201-002-4,,,$,50.00,,,,,,香港,2008,,,
2008-12574,,段段情濃.第1集,Chinese,,劉雲傑繪畫左非編輯,文化傳信彩色修訂版,978-988-8007-50-9,,,$,20.00,,,,,,香港,2008,,,
2008-12769,,流心,Chinese,蘇麗欣,蘇麗欣著,超媒體,978-988-17902-7-9,,,$,48.00,,,,,,香港,2008,,,
2008-11714,,"流氓艦隊. 10,傾倒的天秤",Chinese,余雲飛,余雲飛著,青菓文化,978-988-17056-8-6,,,$,38.00,,,,,,香港,2007,,異想人間,
2008-10890,,流金歲月,Chinese,亦舒,亦舒著,天地,978-962-950-965-1,,,$,68.00,,,,,,香港,2008,,亦舒珍藏本,
2008-12185,,流風餘韻:黃養輝藝術研究會成立五周年書畫集,Chinese,,惠永康惠永東主編,香港國際畫院,978-988-99040-4-3,,精裝,$,200.00,,,,,,香港,2008,,,
2008-11082,,流浮山少年廚神海鮮食譜,Chinese,劉嘉麟,劉嘉麟著,萬里機構.飲食天地,978-962-14-3753-2,,,$,78.00,,,,,,香港,2008,,,
2008-11267,,洪波戲墨．戊子山水篇,Chinese,洪波,洪波著,述古堂文化藝術,978-988-17339-2-4,,,$,98.00,,,,,,香港,2008,,,
2008-12239,,活得輕鬆的心理法則,Chinese,王春永編,王春永編著,三聯,978-962-04-2809-8,,,$,65.00,,,,,,香港,2008,,,
2008-10879,,洛磯山下:卡城「中大人」,Chinese,香港中文大學卡城校友會,香港中文大學卡城校友會著,天地,978-988-211-993-2,,,$,80.00,,,,,,香港,2008,,,
2008-11862,,為什麼不見了,Chinese,姚釹,姚釹著洪波插圖2005香港青田教育中心,,962-563-867-9,,,$,15.00,,,,,,,,,我自己會讀叢書.青; 6,
2008-11861,,為什麼不能飛,Chinese,姚釹,姚釹著洪波插圖2003香港青田教育中心,,962-563-865-2,,,$,15.00,,,,,,,,,我自己會讀叢書.青; 4,
2008-11369,,為心靈導航:廣東省東莞市長安實驗中學德育導師制案例集(2),Chinese,,葉茂和蘇軍權主編,中國評論學術,978-988-8003-26-6,,,CNY,28.00,,,,,,香港,2008,,內容以簡體字排版,
2008-10990,,為你驕傲:晞晞(1990-2008),Chinese,,馬世烜編,沙田浸信會,978-988-99810-6-8,,,$,80.00,,,,,,香港,2008,,,
2008-12809,Dessert for you,為您做甜品,Chinese,Rachel Yau,Rachel Yau著,飲食天地,978-962-355-213-4,,,$,88.00,,,,,,香港,2008,,中英對照,
2008-11676,,為誰作嫁? :經濟學、市場和改革,Chinese,夏小林,夏小林著,大風,978-988-17302-5-1,,,$,88.00,,,,,,香港,2008,,,
2008-09745,,珊珊來遲,Chinese,珊珊,珊珊著,北京圖書,978-988-17382-6-4,,,$,35.00,,,,,,香港,2008,,內容以簡體字排版,
2008-11626,,甚麼在飄,Chinese,譚小文,譚小文著許仲賢插圖,香港基督教女青年會,978-988-99030-3-9,,,,,,,,,,香港,2008,,,
2008-11158,,相伴同行:十三個婚姻的承諾,Chinese,David and Janet Congo,David and Janet Congo著杜靜儀譯,福音證主協會,978-962-8998-11-1,,,,,,,,,,香港,2008,,內容以簡體字排版,
2008-11344,,相逢未必能相見,Chinese,東瑞,東瑞著,獲益,978-962-449-510-2,,,$,52.00,,,,,,香港,2008,,,
2008-12367,,相遇,Chinese,周保松,周保松著,牛津大學出版社(中國),978-0-19-80043-3-2,,,$,68.00,,,,,,香港,2008,,,
2008-10218,,相聚一刻.第14集,Chinese,高橋留美子,高橋留美子著CL譯,玉皇朝出版新裝版,978-988-8002-81-8,,,$,38.00,,,,,,香港,2008,,,
2008-12155,,相聚一刻.第15集,Chinese,高橋留美子,高橋留美子著CL譯,玉皇朝出版新裝版,978-988-8012-11-4,,,$,38.00,,,,,,香港,2008,,,
2008-11096,,省錢、健康又美味の三菜一湯,Chinese,焦志方程安琪編,焦志方程安琪編著,萬里機構.飲食天地,978-962-14-3865-2,,,$,88.00,,,,,,香港,2008,,食時樂,
2008-09735,,看不懂的中國經濟,Chinese,韓秀雲,韓秀雲著,香港財經,978-988-17749-1-0,,,$,88.00,,,,,,香港,2008,,,
2008-12766,,看這個人!,Chinese,Dwight Pryor Keren Pryor,Dwight Pryor Keren Pryor著林梓鳳譯,信知慧文苑,978-988-98840-5-5,,,,,,,,,,香港,2008,,,
2008-10430,,看護工向前衝.第9集,Chinese,草花里樹,草花里樹著鄭啟旭譯,東立香港中文版,978-986-10-1041-0,,,$,32.00,,,,,,香港,2008,,,
2008-10431,,看護工向前衝.第10集,Chinese,草花里樹,草花里樹著鄭啟旭譯,東立香港中文版,978-986-10-1916-1,,,$,35.00,,,,,,香港,2008,,,
2008-10441,,砂糖家族.第3集,Chinese,荻尾彬,荻尾彬著蔡妃甯譯,東立香港中文版,978-962-955-573-3,,,$,30.00,,,,,,香港,2008,,,
2008-11459,Research journal第14期(2.2008)香港香港中國研究生會,研訊,Chinese,,,,,1995-5316,,$,58.00,,,,,,,,26厘米64頁插圖,,
2008-11837,,,Chinese,,研讀版聖經:新譯本(繁體．神字版),環球聖經公會,978-962-8919-87-1,,精裝,,360.00,,,,,,香港,2008,,,
2008-11476,,科技教育學習領域課程指引補充本.學習階段1至3,Chinese,,,香港大學教育學院教育研究發展中心,978-988-17607-6-0,,,$,40.00,,,,,,香港,2008,,部分內容以英文排版,
2008-11470,,科學教育學習領域課程指引補充本.學習階段1至3,Chinese,,,香港大學教育學院教育研究發展中心,978-988-17607-5-3,,,$,40.00,,,,,,香港,2008,,部分內容以英文排版,
2008-10700,,穿上衣服,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第二版,,,,,,,,,,,香港,2008,28厘米8頁彩色插圖(快樂幼兒華語; 11)內容以簡體字排版ISBN 978-962-978-291-7 ISBN 978-962-978-353-2 (全套) :,,
2008-10736,,穿上衣服,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第二版,,,,,,,,,,,香港,2008,28厘米8頁彩色插圖(快樂幼兒華語; 11) ISBN 978-962-978-327-3 ISBN 978-962-978-354-9 (全套) :,,
2008-10773,,穿上衣服,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第三版,,,,,,,,,,,香港,2008,15厘米8頁彩色插圖(快樂幼兒華語; 11)內容以簡體字排版ISBN 978-962-978-036-4 ISBN 978-962-978-359-4 (全套) :,,
2008-10809,,穿上衣服,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第三版,,,,,,,,,,,香港,2008,15厘米8頁彩色插圖(快樂幼兒華語; 11) ISBN 978-962-978-071-5 ISBN 978-962-978-141-5 (全套) :,,
2008-12909,,紀念彭德懷誕辰一百一十周年中國畫名家作品集,Chinese,,唐正武主編,中國藝術出版社,978-988-17759-1-7,,精裝,$,138.00,,,,,,香港,2008,,內容以簡體字排版,
2008-09994,,紀念廣州起義80周年:指看南粵美術創作集,Chinese,,方土鄧超華主編,中國文化藝術出版社,978-988-99533-5-5,,,$,168.00,,,,,,香港,2008,,,
2008-11348,,紀曉嵐鐵筆之紅朝春秋夢,Chinese,柳太極,柳太極著,獲益,978-962-449-512-6,,,$,65.00,,,,,,香港,2008,,散文系列,
