serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2013-12196,MY English program : listening & speaking. Level 1,,English,,,Times Publishing (Hong Kong) Limited,978-988-226-352-9,,pbk.,,Unpriced,,,,,,Hong Kong,2013,64 p. : col. ill. ; 29 cm.,+ answer key & audio scripts + 1 CD Glossary,
2013-12197,MY English program : listening & speaking. Level 2,,English,,,Times Publishing (Hong Kong) Limited,978-988-226-353-6,,pbk.,,Unpriced,,,,,,Hong Kong,2013,64 p. : col. ill. ; 29 cm.,+ answer key & audio scripts + 1 CD Glossary,
2013-12198,MY English program : listening & speaking. Level 3,,English,,,Times Publishing (Hong Kong) Limited,978-988-226-354-3,,pbk.,,Unpriced,,,,,,Hong Kong,2013,64 p. : col. ill. ; 29 cm.,+ answer key & audio scripts + 1 CD Glossary,
2013-14955,MY English program : listening & speaking. Level 4,,English,,,Times Publishing (Hong Kong) Limited,978-988-226-355-0,,pbk.,,Unpriced,,,,,,Hong Kong,2013,64 p. : col. ill. ; 29 cm.,+ answer key & audio scripts + 1 CD Glossary,
2013-14956,MY English program : listening & speaking. Level 5,,English,,,Times Publishing (Hong Kong) Limited,978-988-226-356-7,,pbk.,,Unpriced,,,,,,Hong Kong,2013,64 p. : col. ill. ; 29 cm.,+ answer key & audio scripts + 1 CD Glossary,
2013-14957,MY English program : listening & speaking. Level 6,,English,,,Times Publishing (Hong Kong) Limited,978-988-226-357-4,,pbk.,,Unpriced,,,,,,Hong Kong,2013,64 p. : col. ill. ; 29 cm.,+ answer key & audio scripts + 1 CD Glossary,
2013-13766,MY mama and me,,English,,texted and graphed by VINCI Learning,Rullingnet Corporation Limited,978-988-12720-8-9,,pbk.,USD,2.50,,,,,,Hong Kong,2013,14 p. : col. ill. ; 14 x 21 cm.,ViNCi,
2013-12205,MY teddy bear is missing!,小熊不見了!,English,,"text by朱綽婷,魏凱欣; illustrated by Constance Lam",Family Heartware Limited,978-988-16400-0-0,,pbk.,$,36.00,,,,,,Hong Kong,2013,"17, 17 p. : col. ill. ; 17 cm.",Text in Chinese and English,
2013-14392,MYANMAR sourcing reports : wooden flooring & decking,,English,,,Publishers Representatives Limited,978-988-15981-9-6,,,USD,150.00,,,,,,Hong Kong,2013,"96 p. : col. ill., charts ; 31 cm.",,
2013-12665,NAN HAI CORPORATION LIMITED Nan Hai Corporation Limited 2013 interim report,南海控股有限公司二零一三年度中期報告,English,,,Nan Hai Corporation Limited,,,,,,,,,,,Hong Kong,2013,"44, 44 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-13235,"Merge : art, craft, design",,English,"NASSER, Abdul",concept by Abdul Nasser ; curated by Euphemia Toong,Sendpoints Publishing Company Limited,978-988-16835-5-7,,,$,260.00,,,,,,Hong Kong,2012,"iv, 253 p. : ill. (chiefly col.) ; 25 cm.",Included index,
2013-13155,NATIONAL INVESTMENTS FUND LIMITED National Investments Fund Limited interim report 2013,國盛投資基金有限公司中期報告2013,English,,,National Investments Fund Limited,,,,,,,,,,,Hong Kong,2013,60 p. ; 21 cm.,Text in Chinese and English Unpriced (pbk.),
2013-14667,NEO TELEMEDIA LIMITED Neo Telemedia Limited fifth quarterly report 2013,中國新電信集團有限公司第五季度報告2013,English,,,Neo Telemedia Limited,,,,,,,,,,,Hong Kong,2013,"24, 24 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-12506,NEPAL sourcing reports : footwear,,English,,,Publishers Representatives Limited,978-988-15981-6-5,,sp,USD,150.00,,,,,,Hong Kong,2013,104 p. : col. ill. ; 31 cm.,,
2013-12715,NETDRAGON WEBSOFT INC. NetDragon Websoft Inc. 2013 interim report,網龍網絡有限公司2013中報,English,,,NetDragon Websoft Inc,,,,,,,,,,,Hong Kong,2013,"74, 74 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2013-14179,"NEW century geography for secondary 1 to 3. Section B. Core module 2, The trouble of water : too much and too little",,English,Law Ching Hang,,"Ling Kee Publishing Co., Ltd",978-962-608-742-8,,pbk.,$,95.00,,,,,,Hong Kong,2012,"97 p. : col. ill., col. maps ; 29 cm.",,
2013-14180,"NEW century geography for secondary 1 to 3. Section C. Core module 1, Global shift of manufacturing industry : opportunities and threats",,English,Fok Chun Yeung ... [et at.],,"Ling Kee Publishing Co., Ltd",978-962-608-745-9,,pbk.,$,95.00,,,,,,Hong Kong,2012,"92 p. : col. ill., col. maps, col. charts ; 29 cm.",,
2013-14181,"NEW century geography for secondary 1 to 3. Section C. Elective module 2, Oceans in trouble",,English,Chin Yue Kan,,"Ling Kee Publishing Co., Ltd",978-962-608-748-0,,pbk.,$,95.00,,,,,,Hong Kong,2012,"99 p. : col. ill., col. maps ; 29 cm.",,
,NEW century mathematics question bank. 1A,,English,,,2013 update,,,,,,,,,,,,,"Hong Kong : Oxford University Press (China) Limited, 2013",,
,"NEW century mathematics question bank. 5B, Compulsory part",,English,,,2013 update,,,,,,,,,,,,,"Hong Kong : Oxford University Press (China) Limited, 2013",,
,"NEW century mathematics question bank. 6, Compulsory part",,English,,,2014 update,,,,,,,,,,,,,"Hong Kong : Oxford University Press (China) Limited, 2014",,
2013-13659,Gage street courtesan,,English,Christopher New,,Earnshaw Books Limited,978-988-16163-5-7,,pbk.,USD,19.99,,,,,,Hong Kong,2012,180 p. ; 21 cm.,,
2013-13370,NEW CITY DEVELOPMENT GROUP LIMITED New City Development Group Limited interim report 2013,新城市建設發展集團有限公司二零一三年中期業績報告,English,,,New City Development Group Limited,,,,,,,,,,,Hong Kong,2013,"31, 31 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2013-12725,NEW foundation : get ready for HKDSE English,,English,"Philip Leetch, E. Nancarrow, John Duncan",,Precise Publications Limited,978-988-1551-27-6,,sp,$,330.00,,,,,,Hong Kong,2013,various paging : col. ill. ; 29 cm.,,2nd ed.
2013-12727,NEW foundation : get ready for HKDSE English. Paper 1. Reading,,English,"Philip Leetch, E. Nancarrow, John Duncan",,Precise Publications Limited,978-988-1551-31-3,,pbk.,$,92.00,,,,,,Hong Kong,2013,88 p. : col. ill. ; 29 cm.,,2nd ed.
2013-12728,NEW foundation : get ready for HKDSE English. Paper 2. Writing,,English,"Philip Leetch, E. Nancarrow, John Duncan",,Precise Publications Limited,978-988-1551-32-0,,pbk.,$,88.00,,,,,,Hong Kong,2013,87 p. : col. ill. ; 29 cm.,,2nd ed.
2013-12729,NEW foundation : get ready for HKDSE English. Paper 3. Listening and integrated skills,,English,"Philip Leetch, E. Nancarrow, John Duncan",,Precise Publications Limited,978-988-1551-33-7,,pbk.,$,154.00,,,,,,Hong Kong,2013,143 p. : col. ill. ; 29 cm.,,2nd ed.
2013-12730,NEW foundation : get ready for HKDSE English. Paper 4. Speaking,,English,"Philip Leetch, E. Nancarrow, John Duncan",,Precise Publications Limited,978-988-1551-34-4,,pbk.,$,65.00,,,,,,Hong Kong,2013,67 p. : col. ill. ; 29 cm.,,2nd ed.
2013-12726,NEW foundation : get ready for HKDSE English. Teacher’s edition,,English,"Philip Leetch, E. Nancarrow, John Duncan",,Precise Publications Limited,978-988-1551-28-3,,sp,$,700.00,,,,,,Hong Kong,2013,various paging : col. ill. ; 29 cm.,,2nd ed.
2013-12950,NEW general studies : thinking skills & practices. Primary 1,,English,,consulted by Yip Wai Lin,Educational Publishing House Limited,978-988-225-574-6,,pbk.,,Unpriced,,,,,,Hong Kong,2013,26 p. : ill. ; 29 cm.,+ 1 CD-ROM,
2013-12951,NEW general studies : thinking skills & practices. Primary 2,,English,,consulted by Yip Wai Lin,Educational Publishing House Limited,978-988-225-575-3,,pbk.,,Unpriced,,,,,,Hong Kong,2013,34 p. : ill. ; 29 cm.,+ 1 CD-ROM,
2013-12952,NEW general studies : thinking skills & practices. Primary 3,,English,,consulted by Yip Wai Lin,Educational Publishing House Limited,978-988-225-576-0,,pbk.,,Unpriced,,,,,,Hong Kong,2013,38 p. : ill. ; 29 cm.,+ 1 CD-ROM,
2013-12953,NEW general studies : thinking skills & practices. Primary 4,,English,,consulted by Yip Wai Lin,Educational Publishing House Limited,978-988-225-577-7,,pbk.,,Unpriced,,,,,,Hong Kong,2013,38 p. : ill. ; 29 cm.,+ 1 CD-ROM,
2013-12954,NEW general studies : thinking skills & practices. Primary 5,,English,,consulted by Yip Wai Lin,Educational Publishing House Limited,978-988-225-578-4,,pbk.,,Unpriced,,,,,,Hong Kong,2013,37 p. : ill. ; 29 cm.,+ 1 CD-ROM,
2013-12955,NEW general studies : thinking skills & practices. Primary 6,,English,,consulted by Yip Wai Lin,Educational Publishing House Limited,978-988-225-579-1,,pbk.,,Unpriced,,,,,,Hong Kong,2013,42 p. : ill. ; 29 cm.,+ 1 CD-ROM,
2013-12700,NEW HERITAGE HOLDINGS LIMITED New Heritage Holdings Limited interim report 2013,新澤控股有限公司2013中期報告,English,,,New Heritage Holdings Limited,,,,,,,,,,,Hong Kong,2013,56 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2013-12376,"NEW horizon liberal studies. Book 1, Personal development and interpersonal relationships. Teacher’s edition",,English,"Chan Ka Chun, Chau Lai Ming, Yim Hon Kei",,Hong Kong Educational Publishing Company,978-988-8186-98-3,,pbk.,$,0.00,,,,,,Hong Kong,2013,"125 p. : col. ill., col. charts ; 29 cm.",Includes index,2nd ed.
2013-12018,NEW horizon liberal studies. Energy technology and the environment. Book 1,,English,Victor Yeung,,Hong Kong Educational Publishing Company,978-988-8186-96-9,,pbk.,$,125.00,,,,,,Hong Kong,2013,"176 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12029,"NEW horizon liberal studies. Energy technology and the environment. Book 1, Teacher’s edition",,English,Victor Yeung,,Hong Kong Educational Publishing Company,978-988-8187-08-9,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"176 p. : col. ill., col. charts, col. maps ; 29 cm.",Included index Text partially in Chinese,2nd ed.
2013-12019,NEW horizon liberal studies. Energy technology and the environment. Book 2,,English,Victor Yeung,,Hong Kong Educational Publishing Company,978-988-8186-97-6,,pbk.,$,125.00,,,,,,Hong Kong,2013,"166 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12030,"NEW horizon liberal studies. Energy technology and the environment. Book 2, Teacher’s edition",,English,Victor Yeung,,Hong Kong Educational Publishing Company,978-988-8187-09-6,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"166 p. : col. ill., col. charts ; 29 cm.",Included index Text partially in Chinese,2nd ed.
2013-12024,NEW horizon liberal studies. Globalization. Book 1,,English,Sharon Wong,,Hong Kong Educational Publishing Company,978-988-8186-92-1,,pbk.,$,125.00,,,,,,Hong Kong,2013,"128 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12035,"NEW horizon liberal studies. Globalization. Book 1, Teacher’s edition",,English,Sharon Wong,,Hong Kong Educational Publishing Company,978-988-8187-04-1,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"128 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12025,NEW horizon liberal studies. Globalization. Book 2,,English,Sharon Wong,,Hong Kong Educational Publishing Company,978-988-8186-93-8,,pbk.,$,125.00,,,,,,Hong Kong,2013,"250 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12036,"NEW horizon liberal studies. Globalization. Book 2, Teacher’s edition",,English,Sharon Wong,,Hong Kong Educational Publishing Company,978-988-8187-05-8,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"250 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12022,NEW horizon liberal studies. Hong Kong today. Book 1,,English,Hui Tai Mei Har,,Hong Kong Educational Publishing Company,978-988-8186-88-4,,pbk.,$,125.00,,,,,,Hong Kong,2013,"139 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12033,"NEW horizon liberal studies. Hong Kong today. Book 1, Teacher’s edition",,English,Hui Tai Mei Har,,Hong Kong Educational Publishing Company,978-988-8186-00-6,,pbk.,,Unpriced,,,,,,Hong Kong,2013,139 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12023,NEW horizon liberal studies. Hong Kong today. Book 2,,English,Hui Tai Mei Har,,Hong Kong Educational Publishing Company,978-988-8186-89-1,,pbk.,$,125.00,,,,,,Hong Kong,2013,"172 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12034,"NEW horizon liberal studies. Hong Kong today. Book 2, Teacher’s edition",,English,Hui Tai Mei Har,,Hong Kong Educational Publishing Company,978-988-8187-01-0,,pbk.,,Unpriced,,,,,,Hong Kong,2013,172 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12014,NEW horizon liberal studies. Modern China. Book 1,,English,"Au Chi Kin, Wong Hoi Fung",,Hong Kong Educational Publishing Company,978-988-8186-90-7,,pbk.,$,125.00,,,,,,Hong Kong,2013,"118 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12026,"NEW horizon liberal studies. Modern China. Book 1, Teacher’s edition",,English,"Au Chi Kin, Wong Hoi Fung",,Hong Kong Educational Publishing Company,978-988-8187-02-7,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"118 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12015,NEW horizon liberal studies. Modern China. Book 2,,English,"Au Chi Kin, Wong Hoi Fung",,Hong Kong Educational Publishing Company,978-988-8186-91-4,,pbk.,$,125.00,,,,,,Hong Kong,2013,198 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12027,"NEW horizon liberal studies. Modern China. Book 2, Teacher’s edition",,English,"Au Chi Kin, Wong Hoi Fung",,Hong Kong Educational Publishing Company,978-988-8187-03-4,,pbk.,,Unpriced,,,,,,Hong Kong,2013,198 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12016,NEW horizon liberal studies. Personal development and interpersonal relationships. Book 1,,English,"Chan Ka Chun, Chau Lai Ming, Yim Hon Kei",,Hong Kong Educational Publishing Company,978-988-8186-86-0,,pbk.,$,125.00,,,,,,Hong Kong,2013,"125 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12017,NEW horizon liberal studies. Personal development and interpersonal relationships. Book 2,,English,"Chan Ka Chun, Chau Lai Ming, Yim Hon Kei",,Hong Kong Educational Publishing Company,978-988-8186-87-7,,pbk.,$,125.00,,,,,,Hong Kong,2013,"149 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12028,"NEW horizon liberal studies. Personal development and interpersonal relationships. Book 2, Teacher’s edition",,English,"Chan Ka Chun, Chau Lai Ming, Yim Hon Kei",,Hong Kong Educational Publishing Company,978-988-8186-99-0,,pbk.,,Unpriced,,,,,,Hong Kong,2013,149 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12020,NEW horizon liberal studies. Public health. Book 1,,English,Leung Ping Chung,,Hong Kong Educational Publishing Company,978-988-8186-94-5,,pbk.,$,125.00,,,,,,Hong Kong,2013,142 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12031,"NEW horizon liberal studies. Public health. Book 1, Teacher’s edition",,English,Leung Ping Chung,,Hong Kong Educational Publishing Company,978-988-8187-06-5,,pbk.,,Unpriced,,,,,,Hong Kong,2013,142 p. : col. ill. ; 29 cm.,Includes index Text partially in Chinese,2nd ed.
2013-12021,NEW horizon liberal studies. Public health. Book 2,,English,Leung Ping Chung,,Hong Kong Educational Publishing Company,978-988-8186-95-2,,pbk.,$,125.00,,,,,,Hong Kong,2013,"134 p. : col. ill., col. charts ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12032,"NEW horizon liberal studies. Public health. Book 2, Teacher’s edition",,English,Leung Ping Chung,,Hong Kong Educational Publishing Company,978-988-8187-07-2,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"134 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,2nd ed.
2013-12054,"NEW horizon senior mathematics. 4A, Compulsory part",,English,"Kwun Chun Kit, Suen Suk Nam",,Hong Kong Educational Publishing Company,978-988-8118-12-0,,pbk.,$,175.00,978-988-8188-22-2,,set,$,Unpriced,Hong Kong,2013,"various paging : col. ill., col. charts ; 29 cm.",Includes index,
2013-12053,"NEW horizon senior mathematics. 4A, Compulsory part. Skills drilling exercise",,English,"Kwun Chun Kit, Suen Suk Nam",,Hong Kong Educational Publishing Company,978-988-8188-20-8,,pbk.,,Unpriced,978-988-8188-22-2,,set,,Unpriced,Hong Kong,2013,"111 p. : ill., charts ; 29 cm.",,2nd ed.
2013-12375,"NEW horizon senior mathematics. 4A, Compulsory part. Teacher’s handbook and solution guide",,English,,,Hong Kong Educational Publishing Company,978-988-8186-17-4,,pbk.,$,0.00,,,,,,Hong Kong,2013,188 p. : ill. ; 29 cm.,,
2013-12055,"NEW horizon senior mathematics. 4B, Compulsory part",,English,"Kwun Chun Kit, Suen Suk Nam",,Hong Kong Educational Publishing Company,978-988-8185-50-4,,pbk.,$,194.00,,,,,,Hong Kong,2013,various paging : col. ill. ; 29 cm.,Includes index,
2013-12052,NEW horizon senior mathematics. Compulsory part. Bridging for learning senior mathematics,,English,,,Hong Kong Educational Publishing Company,978-988-8188-21-5,,pbk.,,Unpriced,978-988-8188-22-2,,set,,Unpriced,Hong Kong,2013,"126 p. : ill., charts ; 29 cm.",Text partially in Chinese,
2013-12598,"NEW magic workbook. 2B, International edition",,English,"JoAnn Dionne, Fanny Cheung, Doris Fung",,Oxford University Press (China) Limited,978-0-19-943038-3,,pbk.,$,56.00,,,,,,Hong Kong,2013,28 p. : ill. ; 29 cm.,,
2013-12599,"NEW magic workbook. 3A, International edition",,English,"JoAnn Dionne, Fanny Cheung, Doris Fung",,Oxford University Press (China) Limited,978-0-19-943039-0,,pbk.,$,56.00,,,,,,Hong Kong,2013,31 p. : ill. ; 29 cm.,,
2013-12600,"NEW magic workbook. 3B, International edition",,English,"JoAnn Dionne, Fanny Cheung, Doris Fung",,Oxford University Press (China) Limited,978-0-19-943040-6,,pbk.,$,56.00,,,,,,Hong Kong,2013,31 p. : ill. ; 29 cm.,,
2013-12045,NEW progress in junior mathematics. 1A,,English,H.M. Chan ... [et al.],,Hong Kong Educational Publishing Company,978-988-8185-54-2,,sp,$,175.00,978-988-8188-15-4,,set,$,Unpriced,Hong Kong,2013,"various paging : col. ill., col. charts ; 29 cm.",Includes index,2nd ed.
2013-12044,"NEW progress in junior mathematics. 1A, Skills drilling exercise",,English,H.M. Chan ... [et al.],,Hong Kong Educational Publishing Company,978-988-8188-08-6,,pbk.,,Unpriced,978-988-8188-15-4,,set,,Unpriced,Hong Kong,2013,132 p. : ill. ; 29 cm.,,2nd ed.
2013-12374,"NEW progress in junior mathematics. 1A, Teacher’s handbook and solution guide",,English,,,Hong Kong Educational Publishing Company,978-988-8186-15-0,,pbk.,$,0.00,,,,,,Hong Kong,2013,172 p. : ill. ; 29 cm.,,2nd ed.
2013-12037,"NEW progress in junior mathematics. 1A, Workbook",,English,,,Hong Kong Educational Publishing Company,978-988-8188-11-6,,pbk.,$,55.00,,,,,,Hong Kong,2013,131 p. : ill. ; 27 cm.,,2nd ed.
2013-12040,"NEW progress in junior mathematics. 1A, Workbook. Teacher’s edition",,English,,,Hong Kong Educational Publishing Company,978-988-8188-13-0,,pbk.,,Unpriced,,,,,,Hong Kong,2013,131 p. : ill. ; 27 cm.,,2nd ed.
2013-12378,NEW progress in junior mathematics. 1B,,English,H.M. Chan ... [et al.],,Hong Kong Educational Publishing Company,978-988-8185-55-9,,sp,$,175.00,,,,,,Hong Kong,2013,"various paging : col. ill., col. charts ; 29 cm.",Includes index,2nd ed.
2013-12047,NEW progress in junior mathematics. 2A,,English,H.M. Chan ... [et al.],,Hong Kong Educational Publishing Company,978-988-8185-56-6,,sp,$,175.00,978-988-8188-37-6,,set,$,Unpriced,Hong Kong,2013,"various paging : col. ill., col. charts ; 29 cm.",Includes index,2nd ed.
2013-12046,"NEW progress in junior mathematics. 2A, Skills drilling exercise",,English,H.M. Chan ... [et al.],,Hong Kong Educational Publishing Company,978-988-8188-23-9,,pbk.,,Unpriced,978-988-8188-37-6,,set,,Unpriced,Hong Kong,2013,124 p. : ill. ; 29 cm.,,2nd ed.
